	0,  35
	1,  60
	2,  100
	3,  105
	4,  105
	5,  106
	6,  106
	7,  106
	8,  108
	9,  108
	10,  109
	11,  138
	12,  140
	13,  220
	14,  224
	15,  225
	16,  246
	17,  257
	18,  286
	19,  306
	20,  325
	21,  333
	22,  338
	23,  340
