	0,  38
	1,  43
	2,  59
	3,  96
	4,  134
	5,  153
	6,  159
	7,  163
	8,  173
	9,  176
	10,  224
	11,  250
	12,  277
	13,  284
	14,  291
	15,  294
	16,  297
	17,  299
	18,  300
	19,  305
	20,  308
	21,  309
	22,  315
	23,  322
