	0,  53
	1,  77
	2,  90
	3,  109
	4,  112
	5,  168
	6,  192
	7,  201
	8,  210
	9,  212
	10,  214
	11,  215
	12,  219
	13,  228
	14,  236
	15,  238
	16,  240
	17,  243
	18,  246
	19,  251
	20,  253
	21,  253
	22,  254
	23,  271
