	0,  44
	1,  44
	2,  44
	3,  44
	4,  47
	5,  164
	6,  308
	7,  313
	8,  315
	9,  316
	10,  351
	11,  352
	12,  354
	13,  361
	14,  368
	15,  374
	16,  376
	17,  384
	18,  399
	19,  407
	20,  410
	21,  417
	22,  421
	23,  425
