	0,  74
	1,  97
	2,  129
	3,  136
	4,  249
	5,  266
	6,  270
	7,  279
	8,  282
	9,  285
	10,  285
	11,  287
	12,  289
	13,  290
	14,  293
	15,  295
	16,  297
	17,  298
	18,  299
	19,  300
	20,  301
	21,  302
	22,  302
	23,  302
